,d1,d2,d3,d4,d5,d6
112,24.406999999999996,17.733,19.897000000000002,2.2183,17.533,22.559
113,25.985,17.206,19.46,2.2183,17.899,23.526999999999997
114,20.805999999999997,16.773,20.183,1.2492,19.378,21.912
115,25.621,19.705,20.387,-4.7717,19.573,21.893
116,24.861,17.171,20.504,-4.7714,20.183,22.76
117,23.625999999999998,17.586,20.898000000000003,-1.7616,20.355,22.112
118,23.346,17.212,21.893,-4.7719,20.347,22.32
119,23.775,13.929,21.93,-4.7715,21.469,20.070999999999998
120,24.48,16.204,21.093000000000004,-4.7714,21.068,21.826
121,24.208000000000002,16.942999999999998,20.517,-inf,21.094,22.624000000000002
122,23.129,17.51,20.91,-1.7612,21.26,21.302
123,23.572,14.36,20.991,2.2174,21.291999999999998,20.99
124,24.394000000000002,13.625,20.893,-1.7611,20.238,20.183
125,24.644000000000002,18.944000000000003,19.328,-1.7611,20.076,20.539
126,24.488000000000003,17.726,20.656,-1.7611,20.192,21.127
127,24.215,18.142,19.605999999999998,-1.7611,21.834,20.91
128,19.334,17.773,21.291999999999998,-4.7714,19.599,20.991
129,23.355999999999998,20.506999999999998,20.197,-4.7714,21.116,20.386
130,20.753,14.134,19.46,-1.7614,20.344,20.085
131,19.604,18.227999999999998,20.072,-1.7611,20.945,19.207
132,20.392,17.436,19.526,-1.7611,21.918000000000003,20.656
133,21.96,17.143,21.127,-4.7747,21.303,21.116
134,19.675,17.773,19.375999999999998,-1.7612,21.502,19.605
135,24.795,17.613,19.378,2.2183,20.788,20.898000000000003
136,24.471,14.852,20.851,1.2492,20.198,21.682
137,23.399,14.55,19.378,-1.7612,21.359,20.814
138,19.884,16.748,22.396,-1.7615,21.094,21.593000000000004
139,22.435,11.399000000000001,20.085,-1.7611,20.082,20.851
140,21.8,17.695999999999998,19.327,-4.7714,19.897000000000002,21.511
141,19.706,17.387999999999998,19.378,-1.7611,21.51,21.836
142,19.964000000000002,18.346,20.333,4.2595,20.991,20.898000000000003
143,20.137999999999998,9.6775,19.715,4.2595,22.748,20.543000000000003
144,25.171,16.854,20.791,5.2286,19.048,22.215999999999998
145,21.381,17.695,20.851,6.3629,20.851,20.741
146,23.024,18.574,19.896,2.2177,21.511999999999997,21.355
147,22.535,11.751,20.346,5.2286,21.498,22.471
148,21.697,17.912,20.279,6.3681,19.995,21.682
149,21.771,17.678,20.741999999999997,6.36,22.05,21.26
150,21.545,17.97,20.197,2.2149,21.712,22.13
151,22.523000000000003,18.207,20.898000000000003,2.2183,20.851,21.502
152,19.917,18.172,20.991,2.1915,21.419,21.419
153,21.822,17.093,20.347,-1.7611,21.894000000000002,23.396
154,20.673000000000002,16.221,20.28,2.2143,21.249000000000002,22.13
155,21.969,17.705,19.941,5.2287,22.26,22.56
156,22.444000000000003,17.334,20.509,5.2251,20.342,22.261
157,22.795,16.199,19.46,7.7783,20.618000000000002,22.049
158,21.833000000000002,17.545,20.387,5.2286,20.347,23.831
159,22.329,17.442999999999998,20.197,6.3681,21.734,21.836
160,20.614,18.423,19.715,6.3681,20.334,22.396
161,21.116,19.524,18.826,6.3681,21.511999999999997,23.403000000000002
162,21.054000000000002,17.75,19.101,8.2355,21.82,22.862
163,20.708000000000002,14.085,20.387,7.7813,22.56,22.590999999999998
164,21.043000000000003,15.895999999999999,20.741999999999997,8.2389,20.898000000000003,21.912
165,21.846999999999998,14.33,19.712,2.2155,20.347,23.508000000000003
166,20.944000000000003,17.986,19.882,2.215,21.758000000000003,22.396
167,21.349,16.686,20.347,-1.7611,21.258000000000003,20.197
168,22.413,17.303,20.504,2.2148,21.355999999999998,21.623
169,20.807,16.573,17.609,-1.7611,20.741999999999997,22.217
170,22.335,17.298,19.378,6.367999999999999,20.183,20.851
171,21.537,16.011,19.881,4.771,20.236,22.686
172,22.721,15.627,18.737000000000002,4.7711,21.837,21.67
173,21.144000000000002,17.55,18.346,7.7813,21.76,21.93
174,20.741999999999997,16.305999999999997,19.836,5.2113,20.184,21.291
175,21.976,16.547,19.327,6.367999999999999,20.183,21.93
176,21.259,14.674000000000001,19.207,7.2662,20.070999999999998,21.93
177,21.695,18.46,19.378,6.3634,20.743000000000002,22.049
178,21.719,17.4,19.46,5.2286,21.243000000000002,21.592
179,21.430999999999997,17.179000000000002,19.207,6.3681,21.206,22.049
180,22.326999999999998,17.243,20.183,6.3678,21.022,23.214000000000002
181,21.311,17.096,20.91,5.2286,21.26,21.355999999999998
182,23.663,17.21,19.207,4.2595,19.897000000000002,22.623
183,22.61,17.609,19.46,2.2183,20.656,19.574
184,22.046999999999997,17.417,18.491,6.367999999999999,21.259,22.217
185,22.706,19.319000000000003,20.91,6.3564,19.378,21.291999999999998
186,22.336,15.607999999999999,18.825,2.2183,20.347,20.543000000000003
187,22.746,12.636,20.543000000000003,2.2183,21.511999999999997,19.526
188,20.985,15.644,18.92,8.2285,21.623,22.156
189,22.278000000000002,15.207,20.183,4.7635,20.851,21.893
190,21.855999999999998,16.914,20.197,6.367999999999999,21.26,20.991
191,22.087,17.389,19.526,6.3679,21.816,21.836
192,21.61,15.062000000000001,18.769000000000002,2.2184,20.347,19.605999999999998
193,21.604,17.355,20.070999999999998,7.5227,21.355999999999998,20.517
194,22.289,14.482999999999999,18.92,4.2595,18.877,19.869
195,21.987,18.189,19.327,6.367999999999999,21.105999999999998,20.909000000000002
196,22.166,17.254,18.282,7.5331,20.791,22.129
197,22.092,15.22,18.767,8.2169,20.517,20.517
198,22.616999999999997,17.336,19.896,7.2698,20.619,22.861
199,22.171999999999997,18.252,19.46,7.7813,19.637999999999998,22.217
200,21.979,16.464000000000002,18.769000000000002,7.2697,20.543000000000003,21.76
201,21.641,16.484,19.822,8.238999999999999,21.302,22.592
202,21.919,17.042,18.826,7.7814,20.543000000000003,20.387
203,21.013,17.044,19.207,9.3781,19.55,21.93
204,21.502,17.072,19.896,9.3783,20.517,20.347
205,21.613000000000003,16.898,19.12,7.5331,20.91,20.347
206,22.383000000000003,8.3806,21.127,9.8472,20.934,22.11
207,21.984,16.757,20.197,4.771,22.13,21.93
208,22.441999999999997,15.719000000000001,18.672,6.367999999999999,20.262999999999998,20.517
209,21.326,17.542,19.574,7.5329999999999995,21.502,21.094
210,22.386,18.954,17.609,4.771,22.05,22.217
211,21.919,15.687999999999999,17.732,7.5305,21.865,23.552
212,21.601,16.45,18.172,4.2595,19.852,22.404
213,20.994,15.931,18.672,5.2285,24.259,20.541999999999998
214,22.305,17.335,18.75,2.2092,21.291999999999998,18.826
215,20.706999999999997,16.802,18.084,5.2212,20.851,21.343000000000004
216,21.346999999999998,18.758,20.386,7.7813,20.91,19.574
217,21.095,17.922,18.92,2.2183,21.511999999999997,20.991
218,21.886999999999997,17.893,19.822,5.2286,22.831999999999997,22.584
219,22.318,17.680999999999997,19.207,4.2595,19.852,21.511
220,21.313000000000002,18.374000000000002,18.346,5.2286,20.851,20.909000000000002
221,21.666,18.074,19.574,5.2286,20.239,20.192
222,22.296,16.761,18.672,6.3617,21.26,20.347
223,22.718000000000004,17.602,19.46,8.2389,21.779,19.822
224,22.671999999999997,18.372,19.715,6.367999999999999,20.938000000000002,20.197
225,22.225,16.724,19.207,7.7814,19.543,19.715
226,21.395,17.776,19.31,8.2389,20.815,19.378
227,22.006999999999998,16.334,19.377,7.5331,20.851,21.888
228,22.506999999999998,19.182000000000002,19.605,6.367999999999999,20.945,20.197
229,21.658,18.676,18.612000000000002,7.5331,20.387,20.898000000000003
230,21.975,18.755,19.605999999999998,9.3784,21.419,22.101999999999997
231,21.932,9.5448,19.102,7.7813,21.259,21.285
232,20.744,19.644000000000002,17.608,8.2369,20.543000000000003,20.791
233,22.118000000000002,18.217,19.207,7.5331,20.656999999999996,23.016
234,21.803,19.998,17.533,8.2389,19.526,19.715
235,21.976,16.989,18.281,5.2286,20.909000000000002,20.851
236,22.289,18.090999999999998,17.609,8.2389,21.303,22.049
237,21.781999999999996,16.421,17.323,9.208,21.183000000000003,22.47
238,22.073,18.975,17.781,6.3681,21.116999999999997,21.76
239,22.355,19.097,19.378,8.2389,21.119,21.590999999999998
240,21.968000000000004,20.043,19.102,9.3782,22.112,22.156
241,22.427,18.47,19.207,8.2389,20.991999999999997,21.502
242,21.378,18.923,17.507,8.2389,20.387,21.355999999999998
243,22.91,17.772000000000002,16.842,7.5329999999999995,22.13,21.75
244,23.206999999999997,16.95,18.491,9.8523,20.899,19.574
245,21.891,16.04,19.207,9.2059,20.743000000000002,22.846999999999998
246,22.541999999999998,18.435,19.311,8.238999999999999,21.537,20.898000000000003
247,21.375,17.756,18.491,8.2369,22.006,20.070999999999998
248,22.766,18.974,19.208,7.5332,18.77,22.846999999999998
249,22.803,18.410999999999998,17.609,7.7814,20.070999999999998,20.741999999999997
250,22.274,14.475,20.070999999999998,7.7777,19.852,22.388
251,22.416,18.2,18.613,7.7813,20.347,23.269000000000002
252,22.031,20.044,18.105999999999998,8.2388,21.828000000000003,21.354
253,22.846999999999998,18.31,19.459,8.238999999999999,20.91,21.259
254,22.026,18.651,19.822,7.2698,20.347,20.898000000000003
255,21.954,19.637,19.574,7.5331,21.511999999999997,20.851
256,22.554000000000002,19.761,19.837,6.3681,21.249000000000002,22.98
257,22.516,19.177,17.781,8.2389,19.852,21.680999999999997
258,22.226,20.503,17.532,8.2389,21.511,22.441999999999997
259,21.131,17.61,18.902,5.2185,19.896,22.218000000000004
260,21.528000000000002,18.969,18.083,5.1989,20.991999999999997,21.303
261,21.912,18.794,17.609,8.2389,22.218000000000004,23.016
262,22.373,19.427,17.269000000000002,6.3659,20.953000000000003,21.623
263,22.135,19.160999999999998,20.543000000000003,4.7711,20.743000000000002,22.846999999999998
264,22.116999999999997,18.963,19.522000000000002,4.7711,22.258000000000003,21.865
265,22.234,19.145,17.608,7.5331,20.656,22.05
266,22.419,18.023,18.613,7.5316,19.837,23.101999999999997
267,22.840999999999998,18.605999999999998,19.605999999999998,8.238999999999999,19.573,22.397
268,22.131999999999998,19.32,18.672,6.3681,21.259,23.462
269,22.775,17.56,19.604,6.367999999999999,20.070999999999998,22.95
270,21.266,16.842,18.281,7.267,20.029,21.127
271,22.052,18.531,18.672,7.5331,20.07,20.726
272,22.089000000000002,17.367,19.207,7.5331,21.51,22.144000000000002
273,21.983,17.102,18.083,9.2078,20.619,22.218000000000004
274,21.918000000000003,16.107,19.102,9.3784,20.656,23.908
275,21.825,19.008,17.805,8.2372,20.741999999999997,22.217
276,21.735,19.41,19.526,7.2698,21.094,22.878
277,21.430999999999997,17.156,19.574,8.2389,22.156999999999996,21.865
278,21.533,18.409000000000002,19.526,4.7711,19.852,21.912
279,21.949,12.367,19.605999999999998,8.2389,21.912,22.506
280,21.146,15.805,19.207,7.7813,22.686999999999998,22.56
281,25.247,16.936,18.345,9.8526,22.616,23.831
282,22.255,17.84,19.102,7.5331,21.930999999999997,21.419
283,22.311,16.271,18.491,8.2389,22.471,23.081
284,22.344,15.550999999999998,19.377,4.2595,21.502,22.839000000000002
285,21.824,19.952,20.279,5.2286,21.249000000000002,22.862
286,23.175,19.742,19.207,6.3681,22.049,21.37
287,21.588,18.464000000000002,19.715,5.2286,22.846999999999998,23.08
288,22.595,16.561,18.105999999999998,6.3655,21.930999999999997,22.217
289,22.281,15.995,18.281,6.367999999999999,21.116999999999997,22.951
290,22.739,15.208,19.595,4.771,22.209,23.462
291,22.866,18.089000000000002,18.084,5.2287,21.712,23.629
292,20.248,17.671,19.605,4.2596,20.851,23.081
293,20.141,18.299,18.769000000000002,4.2155,20.543000000000003,22.846999999999998
294,26.41,15.824000000000002,18.882,4.771,21.593000000000004,23.831
295,19.455,18.402,19.46,6.367999999999999,20.543000000000003,21.500999999999998
296,22.09,16.586,19.102,6.3676,20.543000000000003,23.831
297,22.756,20.234,18.340999999999998,5.2286,21.511999999999997,22.846999999999998
298,22.296999999999997,18.961,18.769000000000002,8.2389,21.511999999999997,20.541999999999998
299,21.693,17.989,17.533,7.5331,22.951,22.47
300,21.226999999999997,15.253,18.492,5.2287,21.682,24.125999999999998
301,21.863000000000003,20.784000000000002,18.92,8.238999999999999,20.851,19.574
302,22.476,19.02,19.12,6.3681,22.615,22.47
303,20.559,17.616,18.769000000000002,6.3681,20.991999999999997,22.891
304,21.204,19.224,19.12,7.5327,19.46,22.217
305,21.87,19.144000000000002,19.605,4.771,20.184,20.898000000000003
306,22.365,10.111,18.826,4.771,21.419,21.711
307,21.261999999999997,17.317999999999998,19.048,4.2596,21.355999999999998,21.511
308,21.684,18.518,19.46,7.5331,21.511999999999997,21.712
309,20.961,18.441,18.613,6.2681,21.78,20.387
310,21.269000000000002,19.631,19.315,6.367999999999999,21.291999999999998,22.862
311,21.021,20.234,17.608,7.5323,21.511999999999997,21.511999999999997
312,21.866,18.480999999999998,18.281,7.5331,21.419,22.831
313,21.355,17.896,19.653,6.367999999999999,22.386999999999997,19.207
314,21.732,19.822,18.173,8.2387,21.502,24.475
315,21.139,19.157,18.409000000000002,8.238999999999999,22.535999999999998,22.396
316,22.111,18.202,18.281,6.367999999999999,21.249000000000002,21.671999999999997
317,21.37,20.249000000000002,18.612000000000002,8.2389,20.91,18.672
318,20.768,18.149,18.92,5.2285,21.419,20.541999999999998
319,19.801,19.89,19.207,8.238999999999999,20.91,18.105999999999998
320,23.279,17.343,18.105999999999998,7.5331,18.672,25.601999999999997
321,23.573,19.336,19.12,4.2595,19.526,24.226
322,22.186,18.322,18.282,1.249,20.656999999999996,23.585
323,22.964000000000002,18.436,18.105999999999998,7.2698,19.049,21.865
324,22.761999999999997,18.051,19.207,6.3681,18.883,24.002
325,23.340999999999998,18.749000000000002,19.525,6.3678,18.282,24.480999999999998
326,22.388,19.259,17.804000000000002,7.7813,22.046999999999997,21.93
327,19.933,18.42,17.899,6.367999999999999,21.116999999999997,20.945
328,16.078,19.226,18.084,5.2286,21.623,22.404
329,24.254,20.889,17.609,5.2285,20.945,22.13
330,20.974,20.242,16.93,4.2595,20.543000000000003,22.951
331,22.162,20.444000000000003,18.409000000000002,6.367999999999999,20.791,21.75
332,21.945999999999998,19.033,19.378,8.2388,20.945999999999998,23.289
333,24.96,19.075,19.525,9.3783,22.405,22.892
334,23.919,20.012,17.533,7.7813,20.91,22.535
335,23.076999999999998,9.3521,18.769000000000002,8.2389,20.347,21.93
336,21.985,17.167,19.525,8.2389,21.712,21.511999999999997
337,22.396,20.316,17.781,7.7813,23.861,21.511999999999997
338,23.644000000000002,17.426,19.605,6.367999999999999,20.543000000000003,22.320999999999998
339,13.16,17.131,19.882,5.2286,20.517,22.892
340,17.542,9.0133,19.525,7.5331,20.184,22.13
341,19.8,16.884,18.799,7.7813,20.899,22.84
342,13.325,15.095,18.672,7.5331,21.502,22.112
343,12.155,18.863,19.897000000000002,6.367999999999999,21.912,20.945
344,-1.839,16.712,18.345,7.2698,20.81,22.535
345,23.885,17.429000000000002,19.605999999999998,9.3783,20.755,20.346
346,21.975,16.979,17.608,8.2388,22.397,21.865
347,23.201,17.293,19.605999999999998,8.2389,22.113000000000003,22.846999999999998
348,22.79,15.987,19.31,7.5329999999999995,22.56,21.884
349,22.433000000000003,17.043,19.715,8.2389,20.543000000000003,22.388
350,23.087,19.096,18.105999999999998,7.7813,20.991999999999997,23.506999999999998
351,22.573,18.992,19.31,9.208,22.05,22.892
352,22.406,17.221,18.769000000000002,10.28,20.945,21.837
353,22.815,14.674000000000001,19.327,8.2387,22.049,23.045
354,22.969,17.723,19.653,6.3676,20.543000000000003,22.471
355,22.241,16.987000000000002,19.048,9.208,20.347,22.535999999999998
356,22.502,16.651,20.197,9.208,19.941,22.749000000000002
357,22.52,16.929000000000002,18.901,7.5331,21.419,22.862
358,23.070999999999998,17.925,19.207,7.5331,20.183,22.831999999999997
359,22.819000000000003,17.534000000000002,18.409000000000002,7.7813,20.851,22.862
360,21.781999999999996,17.309,18.672,6.367999999999999,20.086,23.186
361,22.328000000000003,17.598,18.612000000000002,5.2286,19.208,23.585
362,22.645,16.413,17.532,5.2286,21.683000000000003,22.951
363,22.302,12.947000000000001,18.346,5.2286,19.897000000000002,21.355999999999998
364,22.075,16.702,17.805,2.2183,21.930999999999997,21.826999999999998
365,22.353,16.865,18.672,4.2595,22.05,20.183
366,22.065,18.445999999999998,19.206,2.2183,19.88,23.533
367,22.592,19.912,18.827,4.771,21.98,22.388
368,23.299,18.067,19.822,5.2286,21.593000000000004,22.217
369,22.58,18.399,19.207,5.2286,21.094,23.101999999999997
370,21.639,15.728,18.407,5.228,21.183000000000003,21.930999999999997
371,22.230999999999998,17.381,18.345,6.3681,20.28,23.831
372,21.820999999999998,17.399,19.207,5.2286,20.198,22.862
373,22.094,18.262999999999998,18.769000000000002,6.3681,21.712,23.583000000000002
374,21.779,17.375999999999998,18.669,7.5331,19.897000000000002,22.32
375,22.038,15.285,18.491,4.7711,20.387,23.463
376,20.923000000000002,11.318,17.781,5.2286,20.184,23.949
377,22.923000000000002,18.622,17.269000000000002,7.2699,18.827,23.081
378,22.221,17.953,18.083,4.2595,20.192,22.748
379,22.088,19.614,17.533,2.2182,20.543000000000003,22.56
380,22.525,14.719000000000001,16.812,5.2286,19.07,22.862
381,22.785999999999998,17.183,18.672,5.2286,20.347,22.156
382,22.778000000000002,20.069000000000003,18.281,4.771,20.198,23.463
383,22.814,20.132,19.822,2.2183,22.218000000000004,22.951
384,22.316999999999997,19.577,18.826,6.3681,22.623,22.218000000000004
385,23.523000000000003,20.473,18.612000000000002,6.3681,20.791,22.156
386,23.465,18.625,19.525,6.3681,21.837,23.131
387,22.94,17.503,20.085,5.2284,21.26,23.081
388,23.026,21.085,18.769000000000002,7.2697,21.128,22.9
389,22.608,19.164,19.327,4.771,21.898000000000003,23.66
390,22.694000000000003,19.107,18.769000000000002,5.2286,22.218000000000004,22.108
391,22.69,20.678,17.269000000000002,6.3681,21.355999999999998,22.013
392,22.273000000000003,17.608,18.094,8.2389,21.76,22.156999999999996
393,23.182,15.784,19.377,7.5331,21.511999999999997,22.471
394,23.164,19.529,18.769000000000002,7.5332,22.05,24.000999999999998
395,23.127,19.904,19.351,5.2286,21.912,23.131
396,23.175,10.138,18.75,5.2285,20.656,23.66
397,22.646,18.199,19.377,5.2287,19.526,24.428
398,23.553,16.257,18.901,8.2389,21.502,23.95
399,22.717,16.381,19.102,10.543,20.347,22.663
400,22.655,19.19,18.769000000000002,6.367999999999999,20.543000000000003,22.749000000000002
401,23.287,19.538,20.387,9.3784,19.378,23.094
402,22.791999999999998,20.955,18.491,9.2079,22.05,22.592
403,23.245,20.059,19.574,9.3784,22.069000000000003,23.685
404,22.616,17.922,18.491,7.5331,22.947,22.495
405,22.625,15.749,20.814,8.2389,20.91,23.825
406,23.265,18.205,19.46,7.2669,21.502,22.862
407,22.513,19.887999999999998,19.526,8.2389,21.094,23.462
408,22.897,17.175,19.46,9.3785,22.13,22.495
409,22.971,20.625,22.217,9.2081,21.256,23.83
410,23.491,18.430999999999997,20.347,6.367999999999999,21.511999999999997,21.538
411,22.285,15.599,20.239,7.5331,22.261,21.682
412,22.359,17.133,19.715,5.2286,21.893,22.13
413,20.410999999999998,19.684,19.882,7.5331,22.56,22.846999999999998
414,22.244,19.105999999999998,19.207,6.367999999999999,21.683000000000003,22.156
415,22.169,14.945,21.183000000000003,7.2698,21.865,22.862
416,7.9809,19.715,20.183,8.238999999999999,21.511999999999997,22.862
417,21.869,14.207,19.574,4.2595,22.261,22.13
418,21.682,18.474,20.85,8.238999999999999,20.91,22.13
419,22.872,18.367,20.183,7.7814,21.488000000000003,22.584
420,23.086,19.105,18.672,4.2595,20.899,22.862
421,22.941,17.274,19.605999999999998,6.367999999999999,21.249000000000002,20.424
422,21.965,18.489,18.768,4.2595,21.593000000000004,22.396
423,23.69,19.111,19.852,6.3681,21.683000000000003,22.471
424,23.581,18.991,19.837,6.3681,22.584,22.56
425,22.535,17.724,17.075,8.2389,21.54,21.511999999999997
426,23.423000000000002,20.288,18.75,5.2286,21.291999999999998,22.214000000000002
427,23.624000000000002,17.868,18.769000000000002,7.6515,21.511999999999997,21.682
428,23.000999999999998,17.445999999999998,19.207,7.5331,21.683000000000003,21.682
429,22.775,20.43,19.526,7.5331,22.155,21.76
430,19.408,20.437,18.769000000000002,8.238999999999999,22.892,22.218000000000004
431,23.22,23.338,19.715,7.2699,22.05,22.663
432,23.588,23.545,19.837,4.2596,21.511999999999997,21.930999999999997
433,22.815,19.689,18.105999999999998,5.2286,21.125999999999998,21.345
434,23.131,17.219,18.758,8.238999999999999,22.218000000000004,22.98
435,23.291,19.869,18.813,7.7806,21.381,23.045
436,20.257,19.822,18.345,6.3679,21.26,22.156
