,d1,d2,d3,d4,d5,d6
48,25.071,15.075,22.661,13.358,21.712,18.612
49,27.225,19.133,23.949,13.554,22.037,18.345
50,24.399,17.635,24.638,11.249,23.214,16.871
51,26.398,8.4853,23.081,12.443,24.104,18.345
52,27.12,17.041,23.215,14.771,23.716,18.281
53,27.256,17.757,24.476,12.863,18.749,19.456
54,26.992,17.387,24.149,12.471,21.39,17.57
55,25.509,19.894,21.912,12.471,23.909,18.768
56,26.121,19.215,23.831,12.217,23.289,20.085
57,26.04,18.141,22.112,13.358,23.187,18.876
58,26.425,18.829,22.9,13.358,23.831,19.377
59,26.246,15.101,23.462,16.3,21.592,16.96
60,26.65,21.517,24.355,17.9,22.388,17.505
61,25.998,21.732,24,13.29,22.13,19.102
62,25.655,22.647,24.176,13.554,23.08,18.902
63,26.037,21.327,23.666,13.358,23.534,19.46
64,26.152,15.718,23.081,13.553,22.859,18.769
65,26.335,22.566,23.13,15.229,23.553,17.269
66,27.261,20.779,22.32,14.722,24.77,16.96
67,26.388,22.463,23.508,14.367,23.206,18.92
68,25.659,21.861,23.081,14.523,23.153,16.366
69,26.619,21.033,23.606,14.367,24.254,17.609
70,25.537,16.298,22.59,14.523,24.496,17.805
71,26.436,20.938,23.067,13.358,23.397,19.574
72,25.723,20.712,23.825,14.366,24.017,18.282
73,25.675,20.122,21.834,14.367,20.617,19.31
74,25.918,22.122,22.112,15.096,24.68,16.368
75,25.907,20.832,24.001,15.482,14.905,17.075
76,26.343,19.523,24.002,12.389,19.205,18.346
77,26.045,19.661,22.321,12.863,16.091,17.805
78,25.965,21.763,24.019,13.921,19.206,19.604
79,26.369,21.755,20.991,14.26,22.346,18.106
80,26.707,20.185,22.663,13.358,26.061,18.917
81,25.893,20.903,24.413,12.076,25.611,17.609
82,27.828,20.051,22.899,11.249,26.87,17.507
83,26.587,22.106,22.13,11.356,23.421,18.612
84,24.089,21.139,22.47,13.358,26.449,18.882
85,27.015,19.999,23.214,13.358,25.374,17.323
86,27.987,21.765,22.584,12.471,19.85,15.873
87,27.551,20.37,23.92,12.218,16.298,16.93
88,25.924,20.143,23.508,13.358,21.837,18.282
89,27.226,18.92,23.553,13.29,25.229,18.106
90,26.259,20.586,23.397,12.389,22.65,16.93
91,27.161,21.223,24.264,12.218,23.146,16.96
92,26.458,20.611,23.193,12.217,25.624,17.323
93,27.035,21.057,23.861,12.218,23.725,15.872
94,25.84,22.065,23.527,15.096,23.95,14.06
95,27.033,18.244,23.397,12.218,21.292,17.268
96,26.292,19.725,24.496,13.29,21.922,16.197
97,26.817,20.894,23.92,12.389,21.893,16.93
98,25.906,18.359,23.081,13.554,21.931,17.521
99,25.927,20.768,24.176,12.218,20.154,16.96
100,26.127,21.912,23.831,12.218,20.198,14.613
101,25.982,22.382,24.221,13.242,22.749,15.271
102,25.939,20.781,22.839,12.103,23.082,16.841
103,27.068,20.894,24.366,12.218,23.574,17.609
104,26.139,21.442,23.753,11.246,20.732,17.269
105,26.512,20.826,24.311,11.249,20.743,16.96
106,26.564,20.658,24.692,11.356,22.341,19.207
107,25.953,20.756,23.533,12.863,23.552,18.345
108,25.748,20.282,23.685,11.248,22.386,17.506
109,25.721,21.409,23.214,10.543,22.388,18.345
110,26.054,21.016,23.825,11.249,21.912,19.119
111,26.054,21.088,23.879,9.8526,22.471,17.804
112,26.32,22.163,24.692,12.863,19.606,17.268
113,26.762,20.756,23.949,12.389,12.862,17.78
114,24.493,20.625,23.86,12.218,23.27,18.106
115,24.601,23.445,24.537,9.2077,23.101,17.269
116,25.4,20.62,24.221,11.356,21.827,18.027
117,26.037,22.09,23.534,11.356,20.759,17.269
118,25.515,20.573,24.313,12.218,21.682,20.238
119,26.421,18.233,23.908,13.358,23.015,20.452
120,25.414,20.617,23.462,9.8526,21.983,21.127
121,24.914,21.243,24.137,12.207,22.862,20.085
122,24.885,22.091,24.22,11.249,22.157,20.516
123,24.296,18.642,24.603,12.217,23.66,21.291
124,25.134,18.001,24.204,12.218,21.711,20.742
125,25.491,22.818,23.826,12.218,21.492,20.276
126,23.762,21.646,24.775,12.218,20.811,20.851
127,25.886,21.961,22.892,13.29,24.388,20.279
128,26.346,21.14,25.301,12.218,21.286,21.291
129,26.725,23.658,24.775,12.389,22.592,19.572
130,24.938,17.5,23.553,11.249,21.679,18.613
131,26,21.264,24.052,14.26,21.912,17.376
132,24.881,21.556,23.357,11.249,23.541,19.207
133,24.46,21.399,24.603,12.215,22.951,18.346
134,27.575,20.658,24,13.921,22.832,18.106
135,27.572,21.691,22.687,12.218,22.621,18.613
136,27.102,19.134,23.908,12.218,21.512,19.605
137,24.178,18.487,22.584,12.218,22.393,18.171
138,22.829,21.174,24.658,12.218,22.321,19.207
139,26.948,14.669,22.847,12.218,21.629,19.378
140,22.705,21.337,22.624,13.921,22.624,21.864
141,25.155,21.011,23.131,12.218,23.355,19.851
142,25.166,21.891,23.825,11.356,23.046,19.207
143,24.717,13.514,23.357,12.863,23.081,17.269
144,23.58,20.933,23.667,12.218,20.992,17.607
145,22.761,20.592,23.553,12.213,22.951,18.901
146,22.672,23.162,23.081,13.92,24.259,19.652
147,26.232,15.2,23.397,13.554,23.013,16.842
148,24.528,21.352,23.29,13.802,21.15,15.271
149,25.352,22.187,23.909,12.381,22.84,16.931
150,24.536,22.054,22.892,13.354,23.404,17.608
151,24.437,23.259,23.553,12.218,22.321,16.564
152,24.281,22.044,24.002,13.331,22.862,18.769
153,24.485,21.283,23.397,12.218,22.981,20.898
154,23.984,21.473,23.187,13.354,22.981,17.269
155,25.255,21.705,22.663,12.389,23.66,17.507
156,25.587,23.231,22.884,12.215,21.926,16.563
157,25.508,22.296,23.269,14.364,23.081,18.084
158,25.739,22.426,23.187,13.358,21.682,20.197
159,26.142,23.045,22.584,12.471,23.371,19.101
160,24.932,24.933,23.463,11.249,22.157,17.533
161,25.331,23.94,22.624,11.356,23.553,17.899
162,25.457,21.988,22.217,12.215,24.119,16.871
163,24.755,20.725,23.357,12.471,23.949,16.841
164,24.546,22.024,23.017,14.523,22.84,15.271
165,25.344,19.412,22.557,12.386,23.397,17.532
166,24.026,23.213,23.527,9.375,23.683,16.197
167,24.999,21.251,23.017,12.389,23.185,16.931
168,25.021,23.2,22.951,13.354,23.397,18.106
169,23.086,21.69,21.837,13.358,22.84,19.377
170,22.702,21.643,23.397,12.389,21.912,17.609
171,23.746,21.617,23.289,12.218,22.492,16.871
172,23.582,20.73,21.815,12.218,23.92,17.61
173,22.823,22.432,21.865,12.863,23.861,17.532
174,23.169,21.537,23.081,12.371,22.218,17.532
175,24.606,21.241,22.862,12.218,22.663,18.408
176,24.666,19.757,22.218,13.354,22.592,18.612
177,25.245,21.847,22.624,13.353,22.832,19.525
178,24.44,21.818,22.47,11.356,23.076,19.46
179,24.335,21.919,22.218,14.26,22.567,18.901
180,24.241,22.326,22.951,12.218,22.529,19.714
181,23.868,21.965,24.019,15.096,23.215,18.346
182,24.174,22.272,22.471,13.29,23.215,20.85
183,24.228,22.061,23.397,11.249,22.862,18.106
184,24.352,23.469,22.049,12.471,22.805,20.346
185,23.616,23.934,24.064,14.759,22.049,18.769
186,24.386,21.083,21.778,12.218,22.396,19.207
187,24.743,17.966,23.463,13.358,24.221,17.805
188,25.029,20.959,21.93,15.086,23.753,19.378
189,24.512,20.636,23.629,13.913,23.29,18.613
190,24.561,22.127,23.357,14.259,24.127,16.595
191,24.178,23.029,23.43,13.554,23.909,19.46
192,24.217,20.353,22.049,9.8526,22.863,18.106
193,24.761,22.321,23.66,11.239,23.629,18.491
194,25.129,18.926,21.93,13.358,20.918,18.194
195,24.53,23.24,23.186,15.096,23.238,20.655
196,24.399,22.858,21.712,14.723,22.862,20.991
197,24.826,20.114,21.591,12.449,23.096,17.608
198,24.801,22.331,23.102,15.141,22.9,20.386
199,24.451,23.133,22.862,14.523,22.191,20.238
200,25.267,21.179,22.321,15.482,22.592,19.207
201,24.551,22.124,21.712,14.523,22.839,18.612
202,24.533,23.775,22.624,13.358,21.78,19.327
203,25.387,22.22,22.471,15.141,20.972,19.102
204,24.627,21.385,22.98,13.921,22.686,19.46
205,25.108,21.903,22.405,13.358,22.862,18.491
206,25.305,12.726,23.685,13.916,23.006,19.325
207,24.613,22.115,22.899,12.218,24.27,16.3
208,25.08,21.618,21.712,14.523,22.709,17.323
209,24.471,22.462,23.269,12.218,22.218,17.507
210,25.235,23.409,22.05,13.358,23.95,19.207
211,24.885,21.764,21.502,15.094,23.27,19.377
212,24.377,22.445,20.851,9.8526,21.623,19.119
213,23.637,22.005,21.672,13.358,25.145,20.898
214,24.559,22.113,21.672,12.209,22.98,18.769
215,24.383,22.208,21.76,13.35,23.909,18.581
216,24.393,23.163,24.259,13.29,22.863,20.387
217,24.645,22.638,21.93,12.218,23.585,20.346
218,24.985,23.661,23.357,13.802,24.598,18.75
219,25.263,22.868,23.046,9.8526,22.13,21.291
220,24.136,22.93,23.046,12.218,23.017,20.944
221,24.801,22.953,23.397,13.358,21.683,17.501
222,25.725,21.063,22.862,13.284,24.002,17.608
223,25.061,22.835,23.463,12.218,25.162,19.208
224,25.226,23.341,23.831,12.218,23.076,19.605
225,24.53,22.787,23.269,12.863,21.585,17.533
226,23.979,23.243,23.61,13.554,22.779,17.533
227,25.168,22.405,23.343,12.389,21.931,19.872
228,24.986,24.32,22.847,12.218,23.403,19.12
229,24.729,23.428,23.629,12.863,22.56,18.409
230,24.479,23.318,23.66,13.554,23.344,20.158
231,24.766,15.246,22.951,12.218,23.801,18.763
232,23.707,24.684,22.32,11.354,22.321,19.12
233,24.177,23.493,23.553,11.249,22.321,20.991
234,24.84,24.072,22.05,11.249,21.292,17.608
235,24.925,21.943,21.712,9.3784,22.469,19.048
236,25.23,22.634,21.931,12.863,22.981,19.881
237,24.996,20.965,22.112,12.218,23.096,20.91
238,24.587,23.321,21.912,9.208,22.952,19.941
239,24.704,24.246,23.187,12.218,22.088,19.604
240,24.151,24.397,23.193,13.554,23.66,19.836
241,24.209,23.209,23.66,11.249,22.952,19.207
242,24.471,23.708,21.751,12.863,21.931,18.345
243,24.372,22.483,22.05,13.358,24.002,19.574
244,24.718,22.052,23.081,13.921,23.215,17.609
245,23.999,20.715,23.017,12.469,22.892,20.791
246,23.765,23.264,23.344,9.3784,23.952,18.613
247,23.771,22.636,22.892,12.861,23.747,18.106
248,24.713,22.965,22.847,12.389,20.946,20.07
249,24.68,23.267,21.249,9.8526,21.712,18.612
250,24.798,20.13,23.949,12.468,22.405,19.715
251,24.981,23.856,21.893,12.471,22.113,19.525
252,24.416,25.203,22.56,13.29,23.921,18.45
253,25.099,23.352,23.583,12.218,23.463,17.608
254,25.037,22.568,23.553,13.358,22.396,17.376
255,24.276,23.917,23.831,15.096,23.357,17.805
256,25.56,23.95,23.404,12.218,23.357,20.346
257,25.437,23.757,22.013,13.29,22.663,17.532
258,25.025,25.468,21.912,15.096,23.948,18.741
259,25.081,22.534,23.081,12.208,23.045,19.574
260,24.663,23.04,21.912,14.23,23.357,18.346
261,24.526,22.977,22.584,14.367,23.861,19.459
262,25.028,24.415,21.682,12.469,23.991,17.269
263,24.909,23.427,24.002,11.249,22.893,20.197
264,24.435,23.577,23.524,13.358,24.426,18.409
265,24.545,23.698,21.836,13.921,22.662,17.533
266,25.234,23.142,22.847,13.919,21.712,19.822
267,25.277,23.635,23.404,14.523,21.779,18.613
268,24.734,22.909,22.495,13.358,23.66,20.517
269,25.403,20.823,24.412,14.367,22.951,18.918
270,24.736,22.081,22.112,13.799,22.952,18.105
271,24.359,24.32,22.471,14.771,22.95,15.796
272,24.462,22.842,22.951,14.26,24.125,17.552
273,25.488,22.215,21.911,15.228,22.899,15.271
274,25.595,22.32,23.861,15.141,23.13,18.671
275,24.039,24.229,21.682,15.48,22.583,17.268
276,24.979,25.344,23.585,13.921,23.096,18.728
277,24.464,22.091,23.95,14.523,23.956,17.269
278,24.187,22.902,22.951,13.358,21.912,17.78
279,24.261,17.682,24.019,14.523,24.964,18.47
280,23.489,21.495,22.951,14.367,23.528,17.899
281,24.523,22.381,22.13,14.722,24.945,18.345
282,24.377,23.013,22.951,13.921,23.861,17.269
283,25.232,21.665,22.892,12.218,24.497,19.102
284,24.386,21.015,23.825,12.471,23.554,19.573
285,24.271,24.645,24.598,14.367,23.214,19.822
286,25.358,24.448,22.951,16.368,23.95,17.495
287,24.784,23.222,23.667,14.367,24.683,19.047
288,24.984,21.168,22.218,13.355,23.956,19.573
289,25.078,21.309,21.827,12.471,23.082,19.881
290,25.42,20.315,23.706,13.554,23.388,19.821
291,24.027,23.344,22.663,13.358,23.861,18.345
292,24.586,22.071,24.127,15.141,22.952,16.367
293,26.626,23.416,23.343,12.427,22.863,19.207
294,26.107,20.431,22.892,13.358,23.534,19.327
295,25.395,23.486,23.666,14.723,22.848,17.899
296,25.363,21.284,22.84,14.771,22.388,19.207
297,25.888,25.546,23.21,13.802,22.592,19.573
298,25.671,24.635,23.397,14.367,23.103,19.525
299,26.301,23.239,21.78,14.771,24.476,19.605
300,25.507,19.587,22.584,15.096,22.951,22.47
301,25.49,25.408,23.269,14.367,23.131,17.9
302,25.789,23.899,22.848,13.358,24.537,19.377
303,24.709,23.101,23.397,13.802,23.215,19.836
304,25.15,24.193,23.404,15.141,22.049,19.207
305,25.912,23.538,23.404,14.523,22.592,18.409
306,26.133,15.23,23.357,15.096,23.661,19.327
307,24.807,23.731,22.981,12.863,23.43,19.652
308,26.278,23.191,22.839,15.141,23.879,17.608
309,25.514,23.847,21.751,13.258,23.585,15.228
310,24.502,24.902,23.572,15.399,23.802,16.931
311,25.654,24.655,21.512,14.366,23.344,17.507
312,26.06,23.43,22.471,14.523,23.661,16.09
313,25.903,22.635,23.685,12.389,24.598,18.106
314,26.024,24.682,22.05,14.367,23.553,24.632
315,25.889,23.181,22.951,13.29,25.123,16.563
316,25.385,23.876,22.495,14.722,23.667,17.781
317,26.53,24.998,23.017,14.367,23.397,17.9
318,24.674,23.064,23.508,15.141,23.187,21.836
319,23.816,24.629,23.207,14.367,22.584,20.184
320,24.66,22.956,21.911,15.141,22.218,15.398
321,25.85,24.448,22.749,13.358,22.405,13.357
322,26.342,23.099,21.827,12.218,23.404,13.92
323,24.442,23.654,22.218,12.389,22.05,15.271
324,21.642,23.267,22.847,12.389,20.899,9.852
325,25.955,24.023,23.908,14.367,20.198,14.366
326,26.222,25.018,21.681,14.367,24.256,17.323
327,22.597,23.368,22.217,12.218,23.082,15.398
328,25.975,23.416,22.592,12.389,23.103,14.366
329,25.676,25.871,22.388,12.218,22.981,14.366
330,25.73,25.351,22.395,11.356,21.76,15.271
331,25.896,25.243,23.357,12.218,21.912,16.091
332,19.194,23.796,23.187,15.228,21.931,15.27
333,21.414,25.022,22.951,12.218,23.017,17.269
334,24.209,24.029,22.536,12.471,22.218,16.811
335,20.761,15.223,23.825,12.218,21.094,16.93
336,24.557,22.326,24.001,13.554,23.667,15.481
337,25.154,24.465,22.663,12.471,25.917,16.96
338,23.722,22.428,24.366,13.29,22.218,16.197
339,28.806,22.179,23.955,12.218,22.536,12.471
340,20.321,14.066,23.534,12.389,22.218,11.249
341,27.36,22.748,23.558,13.29,22.388,22.892
342,27.825,20.369,22.899,12.389,22.592,16.872
343,25.847,23.316,23.463,12.218,23.187,18.346
344,27.259,21.925,23.187,12.218,21.925,15.227
345,26.852,22.418,24.019,12.218,22.291,20.279
346,24.171,22.412,22.156,14.367,23.909,18.345
347,24.487,22.806,23.404,13.921,23.397,16.96
348,23.326,21.584,24.259,13.921,24.002,16.491
349,24.076,21.891,23.801,11.249,22.05,17.805
350,23.954,24.004,22.892,12.218,22.833,17.074
351,24.834,23.645,24.259,13.554,23.357,17.269
352,24.389,23.455,24.259,15.272,23.611,16.368
353,24.125,20.07,23.861,13.554,23.861,16.96
354,24.971,23.145,23.357,11.249,22.749,16.842
355,23.307,22.039,23.208,14.367,23.397,16.931
356,24.188,21.972,24.264,13.554,21.683,16.368
357,24.647,21.469,23.017,13.358,23.215,19.119
358,24.862,23.001,22.951,12.389,22.592,19.048
359,24.692,23.257,23.187,11.249,22.388,18.105
360,24.374,24.476,22.832,12.389,21.292,17.804
361,24.93,23.083,23.187,12.218,20.992,15.271
362,25.069,21.898,22.862,12.389,23.358,18.345
363,24.645,18.823,22.687,12.389,22.261,16.563
364,24.507,21.884,22.471,13.358,23.66,19.46
365,24.714,21.526,23.194,13.29,23.95,18.901
366,23.849,22.226,23.402,13.29,21.91,15.27
367,25.091,23.389,23.861,13.358,23.204,16.091
368,25.447,23.107,23.553,12.218,23.534,15.397
369,24.855,23.187,23.685,12.389,24.259,15.228
370,24.495,20.131,22.95,13.801,23.187,13.357
371,24.607,22.967,22.616,12.471,22.471,15.14
372,24.655,23.188,23.753,12.218,22.13,12.862
373,24.681,23.27,23.103,14.26,23.553,13.288
374,24.487,23.129,22.83,14.722,21.512,13.357
375,24.889,20.958,22.899,13.358,22.157,15.14
376,22.888,15.905,22.405,13.554,22.663,15.14
377,24.709,23.175,23.046,13.802,22.05,13.92
378,24.856,22.823,23.081,12.218,22.044,14.522
379,24.383,24.454,22.05,13.358,22.862,12.217
380,24.477,20.525,21.76,12.863,22.202,11.249
381,24.498,22.435,22.847,12.863,22.78,15.095
382,24.537,24.415,22.112,13.358,23.131,15.398
383,24.173,24.468,23.861,11.356,23.825,13.92
384,23.755,23.51,23.861,12.218,24.875,13.553
385,24.62,24.056,23.081,12.218,23.357,14.366
386,24.878,22.38,23.949,13.29,23.909,15.271
387,24.913,22.626,23.831,14.367,23.509,15.398
388,24,25.16,23.343,12.389,23.082,13.29
389,23.669,22.568,24.177,11.356,24.245,14.258
390,24.052,24.039,24.259,12.218,24.776,13.968
391,24.093,23.884,22.584,12.218,23.528,16.197
392,24.311,21.923,22.118,13.554,23.95,14.522
393,24.477,20.286,23.825,13.554,23.825,13.801
394,24.189,23.912,23.397,13.554,24.356,15.271
395,24.633,23.118,23.37,12.389,24.259,12.471
396,24.532,14.811,22.663,12.863,22.218,13.92
397,24.266,22.613,23.268,11.357,20.945,15.397
398,24.888,21.293,23.831,13.29,22.952,14.366
399,24.079,20.857,22.951,13.358,22.863,13.357
400,24.117,24.03,23.396,11.249,20.851,12.218
401,25.088,22.461,24.355,13.554,21.117,12.386
402,24.288,24.145,22.218,14.523,23.096,13.553
403,24.465,22.063,23.831,13.921,22.576,13.92
404,24.754,19.601,22.899,13.554,25.118,13.92
405,24.652,19.926,24.475,13.554,23.397,14.77
406,25.238,21.164,23.553,12.215,23.43,12.47
407,24.768,22.101,22.471,12.471,23.661,16.811
408,25.313,19.597,22.471,13.921,24.002,16.368
409,25.289,23.647,25.318,14.367,23.656,18.408
410,24.653,22.543,24.27,13.29,23.344,14.295
411,24.495,17.733,24.366,15.229,22.892,15.228
412,24.714,20.469,23.831,11.249,23.404,16.197
413,23.706,23.013,23.508,13.802,24.104,15.873
414,24.376,22.359,22.951,13.29,23.43,15.872
415,23.829,18.198,23.861,13.358,23.358,17.323
416,10.265,22.762,22.862,12.471,23.102,15.271
417,24.728,17.443,23.553,9.8526,23.95,15.873
418,25.27,21.649,23.878,12.218,22.664,15.096
419,25.092,22.486,22.951,12.389,23.262,15.398
420,25.421,22.109,22.584,12.218,22.833,15.228
421,25.74,20.819,24.019,12.389,23.187,18.856
422,24.446,21.205,23.396,11.249,23.879,16.931
423,24.381,22.026,23.585,12.863,24.177,19.207
424,24.526,20.552,23.081,13.358,24.259,17.269
425,24.867,20.53,21.356,14.771,22.994,17.608
426,24.985,22.3,21.912,12.863,23.103,17.32
427,25.243,21.907,23.825,13.161,22.863,16.96
428,24.723,22.576,23.269,12.389,23.357,17.805
429,24.719,23.073,23.527,13.358,23.526,18.281
430,21.652,21.763,23.397,11.249,24.366,16.931
431,24.679,26.537,23.666,12.218,23.215,18.672
432,24.866,25.31,23.66,13.358,22.471,16.812
433,24.8,22.498,22.217,12.218,22.403,16.831
434,25.195,21.474,22.851,13.554,22.9,18.105
435,25.082,20.347,23.45,13.357,23.341,17.608
436,21.956,20.267,23.045,12.471,22.779,17.507
437,24.866,23.5,22.396,14.523,22.848,16.939
438,24.695,20.729,22.687,13.802,22.624,15.481
439,24.974,23.041,22.84,13.554,23.716,16.197
440,24.601,22.978,22.616,13.554,23.686,17.268
441,24.359,19.994,22.261,13.921,24.166,16.092
442,24.777,25.109,23.825,14.722,24.241,16.041
443,24.544,20.468,22.981,13.357,23.131,16.93
444,8.1711,23.968,21.258,12.218,23.215,17.507
445,24.678,22.502,22.624,13.358,22.321,17.803
446,24.685,17.299,21.912,12.218,23.825,17.532
447,24.92,22.105,23.43,12.863,22.138,16.842
448,25.295,17.407,23.357,12.218,23.861,17.269
449,25.048,24.287,24.366,13.921,23.131,14.366
450,24.265,22.628,22.112,12.863,23.131,15.228
451,24.721,22.262,22.584,12.389,22.84,16.872
452,24.707,16.843,22.405,15.141,23.017,17.269
453,24.478,22.649,22.405,13.554,22.471,15.873
454,24.188,21.187,21.51,13.921,21.621,15.271
455,23.373,21.838,23.35,13.554,23.826,16.3
456,22.737,21.932,22.584,13.921,23.585,17.805
457,24.695,17.5,22.56,12.471,21.865,15.872
458,25.153,21.601,23.215,12.471,21.356,15.096
459,24.296,17.589,23.343,15.096,24.075,15.48
460,23.401,22.532,22.592,12.218,22.157,15.096
461,24.674,23.721,22.405,12.218,22.56,16.841
462,24.995,22.008,22.049,12.218,22.218,15.872
463,23.491,21.19,22.584,14.523,22.05,15.996
464,24.702,23.644,22.218,14.523,21.26,16.197
465,24.961,21.922,22.56,13.24,21.248,16.197
466,25.037,22.97,22.779,13.358,23.527,16.563
467,24.772,19.332,22.32,13.554,20.347,16.3
468,25.211,21.548,22.523,13.554,23.404,16.872
469,24.246,24.221,23.397,14.366,21.591,16.563
470,23.888,21.66,22.624,13.358,21.512,18.672
471,24.746,20.355,21.419,12.218,20.565,18.491
472,24.237,20.554,22.156,12.389,22.889,18.612
473,24.694,19.348,22.981,14.367,22.129,15.014
474,25.324,23.402,21.682,12.218,23.396,15.14
475,18.447,20.842,22.862,12.863,22.112,16.367
476,23.961,23.34,22.616,13.358,21.593,16.872
477,24.829,20.805,22.129,12.863,23.553,16.96
478,25.152,11.355,21.837,11.357,22.749,17.672
479,24.74,14.091,23.404,11.356,23.66,15.481
480,24.038,20.115,22.112,12.863,22.863,16.197
481,25.115,24.502,23.081,12.218,23.716,15.271
482,23.484,18.847,22.049,13.358,20.91,15.271
483,24.177,17.389,22.156,12.471,24.571,16.739
484,25.196,19.695,23.075,12.388,23.404,16.367
485,24.148,14.984,23.214,12.385,22.218,16.367
486,23.677,22.093,22.321,13.358,23.081,16.106
487,11.703,17.211,23.66,11.356,23.343,17.478
488,25.832,20.485,23.015,13.554,23.397,15.271
489,23.846,18.55,22.899,13.358,22.981,16.197
490,19.948,24.114,22.218,12.218,24.599,15.271
491,26.992,17.847,22.261,11.357,23.081,16.197
492,24.723,20.525,23.4,12.218,23.131,16.841
493,22.943,20.787,21.911,12.386,23.825,15.602
494,20.489,21.404,22.839,12.218,24.313,17.608
495,25.578,24.152,22.862,13.357,23.215,14.522
496,24.116,22.26,22.852,12.218,23.43,16.959
497,25.964,18.337,22.471,11.356,23.814,16.931
498,25.053,21.142,23.508,12.471,25.001,17.532
499,22.77,20.374,23.831,13.92,22.863,14.522
500,23.797,17.834,23.131,11.249,23.861,15.271
501,24.94,21.256,22.974,14.522,24.269,16.197
502,23.638,19.968,22.749,13.554,23.861,16.197
503,24.227,20.458,23.357,14.26,22.951,15.271
504,24.901,17.551,21.877,13.921,23.082,15.54
505,24.773,22.915,22.98,14.26,21.931,14.366
506,25.935,16.061,22.98,12.471,21.826,16.958
507,24.217,19.977,22.405,15.14,23.463,16.872
508,24.495,15.865,22.862,12.389,23.404,17.804
509,23.574,19.385,22.847,15.096,23.553,16.563
510,24.647,23.449,23.103,14.26,23.95,16.563
511,24.498,19.071,22.779,12.218,23.344,17.532
512,24.259,20.392,22.749,14.521,24.774,17.506
513,24.779,22.204,22.624,12.471,23.215,17.532
514,24.72,17.67,22.951,13.554,22.779,17.533
515,25.116,19.627,22.748,13.796,23.61,16.563
516,22.47,21.264,22.592,13.921,24.909,16.563
517,23.079,20.181,21.292,13.921,23.215,16.842
518,23.807,15.747,22.592,12.218,24.372,16.841
519,23.8,20.641,21.912,12.218,24.771,17.532
520,25.046,21.336,22.47,12.218,23.081,16.84
521,22.945,14.081,21.623,12.218,22.624,17.608
522,24.481,22.654,22.321,12.471,24.242,18.672
523,24.953,15.972,22.584,13.553,24.558,17.323
524,23.526,21.072,22.05,13.358,23.685,16.96
525,24.257,17.356,21.62,14.771,22.624,17.323
526,23.908,17.085,21.76,12.218,23.062,17.134
527,24.862,21.713,21.912,9.3783,23.397,17.532
528,24.7,22.835,21.711,12.218,24.366,17.804
529,24.903,20.018,21.712,14.519,23.527,16.96
530,24.696,20.571,23.397,11.357,21.893,17.804
531,24.954,20.016,21.76,15.096,22.84,17.531
532,24.032,16.647,21.711,12.863,21.76,16.595
533,24.608,21.3,22.471,15.141,23.225,16.842
534,24.431,21.298,21.931,12.471,22.862,16.812
535,24.714,24.143,22.56,14.523,24.265,18.106
